"year","country_sector","country","sector","ecp_oecd","co2_oecd_total","co2_oecd_1a","co2_oecd_1b","co2_oecd_2","co2_oecd_3","co2_oecd_4","co2_oecd_5"
1990,"Rest of Asia-Pacific (XAS) Acquisitions less disposals of valuables P.53","Rest of Asia-Pacific","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Afghanistan (AFG) Household final consumption P.3h","Afghanistan","Household final consumption P.3h",NA,346.295664232325,346.295664232325,0,0,0,0,0
1990,"Afghanistan (AFG) Non-profit institutions serving households P.3n","Afghanistan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Afghanistan (AFG) Government final consumption P.3g","Afghanistan","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Afghanistan (AFG) Gross fixed capital formation P.51","Afghanistan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Afghanistan (AFG) Changes in inventories P.52","Afghanistan","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Afghanistan (AFG) Acquisitions less disposals of valuables P.53","Afghanistan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Angola (AGO) Household final consumption P.3h","Angola","Household final consumption P.3h",NA,1012.75818349996,1012.75818349996,0,0,0,0,0
1990,"Angola (AGO) Non-profit institutions serving households P.3n","Angola","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Angola (AGO) Government final consumption P.3g","Angola","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Angola (AGO) Gross fixed capital formation P.51","Angola","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Angola (AGO) Changes in inventories P.52","Angola","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Angola (AGO) Acquisitions less disposals of valuables P.53","Angola","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Albania (ALB) Household final consumption P.3h","Albania","Household final consumption P.3h",NA,724.649219133187,724.649219133187,0,0,0,0,0
1990,"Albania (ALB) Non-profit institutions serving households P.3n","Albania","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Albania (ALB) Government final consumption P.3g","Albania","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Albania (ALB) Gross fixed capital formation P.51","Albania","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Albania (ALB) Changes in inventories P.52","Albania","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Albania (ALB) Acquisitions less disposals of valuables P.53","Albania","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"United Arab Emirates (ARE) Household final consumption P.3h","United Arab Emirates","Household final consumption P.3h",NA,9907.89320417629,9907.89320417629,0,0,0,0,0
1990,"United Arab Emirates (ARE) Non-profit institutions serving households P.3n","United Arab Emirates","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"United Arab Emirates (ARE) Government final consumption P.3g","United Arab Emirates","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"United Arab Emirates (ARE) Gross fixed capital formation P.51","United Arab Emirates","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"United Arab Emirates (ARE) Changes in inventories P.52","United Arab Emirates","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"United Arab Emirates (ARE) Acquisitions less disposals of valuables P.53","United Arab Emirates","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Argentina (ARG) Household final consumption P.3h","Argentina","Household final consumption P.3h",NA,39856.2652218872,39856.2652218872,0,0,0,0,0
1990,"Argentina (ARG) Non-profit institutions serving households P.3n","Argentina","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Argentina (ARG) Government final consumption P.3g","Argentina","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Argentina (ARG) Gross fixed capital formation P.51","Argentina","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Argentina (ARG) Changes in inventories P.52","Argentina","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Argentina (ARG) Acquisitions less disposals of valuables P.53","Argentina","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Armenia (ARM) Household final consumption P.3h","Armenia","Household final consumption P.3h",NA,8673.87712834856,8673.87712834856,0,0,0,0,0
1990,"Armenia (ARM) Non-profit institutions serving households P.3n","Armenia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Armenia (ARM) Government final consumption P.3g","Armenia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Armenia (ARM) Gross fixed capital formation P.51","Armenia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Armenia (ARM) Changes in inventories P.52","Armenia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Armenia (ARM) Acquisitions less disposals of valuables P.53","Armenia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Australia (AUS) Household final consumption P.3h","Australia","Household final consumption P.3h",NA,50514.189591035,50514.189591035,0,0,0,0,0
1990,"Australia (AUS) Non-profit institutions serving households P.3n","Australia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Australia (AUS) Government final consumption P.3g","Australia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Australia (AUS) Gross fixed capital formation P.51","Australia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Australia (AUS) Changes in inventories P.52","Australia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Australia (AUS) Acquisitions less disposals of valuables P.53","Australia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Austria (AUT) Household final consumption P.3h","Austria","Household final consumption P.3h",NA,13660.1173282716,13660.1173282716,0,0,0,0,0
1990,"Austria (AUT) Non-profit institutions serving households P.3n","Austria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Austria (AUT) Government final consumption P.3g","Austria","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Austria (AUT) Gross fixed capital formation P.51","Austria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Austria (AUT) Changes in inventories P.52","Austria","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Austria (AUT) Acquisitions less disposals of valuables P.53","Austria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Azerbaijan (AZE) Household final consumption P.3h","Azerbaijan","Household final consumption P.3h",NA,11902.022827709,11902.022827709,0,0,0,0,0
1990,"Azerbaijan (AZE) Non-profit institutions serving households P.3n","Azerbaijan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Azerbaijan (AZE) Government final consumption P.3g","Azerbaijan","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Azerbaijan (AZE) Gross fixed capital formation P.51","Azerbaijan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Azerbaijan (AZE) Changes in inventories P.52","Azerbaijan","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Azerbaijan (AZE) Acquisitions less disposals of valuables P.53","Azerbaijan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Burundi (BDI) Household final consumption P.3h","Burundi","Household final consumption P.3h",NA,80.9753207715439,80.9753207715439,0,0,0,0,0
1990,"Burundi (BDI) Non-profit institutions serving households P.3n","Burundi","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Burundi (BDI) Government final consumption P.3g","Burundi","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Burundi (BDI) Gross fixed capital formation P.51","Burundi","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Burundi (BDI) Changes in inventories P.52","Burundi","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Burundi (BDI) Acquisitions less disposals of valuables P.53","Burundi","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Belgium (BEL) Household final consumption P.3h","Belgium","Household final consumption P.3h",NA,27743.0704728959,27743.0704728959,0,0,0,0,0
1990,"Belgium (BEL) Non-profit institutions serving households P.3n","Belgium","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Belgium (BEL) Government final consumption P.3g","Belgium","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Belgium (BEL) Gross fixed capital formation P.51","Belgium","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Belgium (BEL) Changes in inventories P.52","Belgium","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Belgium (BEL) Acquisitions less disposals of valuables P.53","Belgium","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Benin (BEN) Household final consumption P.3h","Benin","Household final consumption P.3h",NA,152.89191353417,152.89191353417,0,0,0,0,0
1990,"Benin (BEN) Non-profit institutions serving households P.3n","Benin","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Benin (BEN) Government final consumption P.3g","Benin","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Benin (BEN) Gross fixed capital formation P.51","Benin","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Benin (BEN) Changes in inventories P.52","Benin","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Benin (BEN) Acquisitions less disposals of valuables P.53","Benin","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Burkina Faso (BFA) Household final consumption P.3h","Burkina Faso","Household final consumption P.3h",NA,107.215738205418,107.215738205418,0,0,0,0,0
1990,"Burkina Faso (BFA) Non-profit institutions serving households P.3n","Burkina Faso","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Burkina Faso (BFA) Government final consumption P.3g","Burkina Faso","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Burkina Faso (BFA) Gross fixed capital formation P.51","Burkina Faso","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Burkina Faso (BFA) Changes in inventories P.52","Burkina Faso","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Burkina Faso (BFA) Acquisitions less disposals of valuables P.53","Burkina Faso","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bangladesh (BGD) Household final consumption P.3h","Bangladesh","Household final consumption P.3h",NA,3525.70319670938,3525.70319670938,0,0,0,0,0
1990,"Bangladesh (BGD) Non-profit institutions serving households P.3n","Bangladesh","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bangladesh (BGD) Government final consumption P.3g","Bangladesh","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bangladesh (BGD) Gross fixed capital formation P.51","Bangladesh","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bangladesh (BGD) Changes in inventories P.52","Bangladesh","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bangladesh (BGD) Acquisitions less disposals of valuables P.53","Bangladesh","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bulgaria (BGR) Household final consumption P.3h","Bulgaria","Household final consumption P.3h",NA,3358.11364883176,3358.11364883176,0,0,0,0,0
1990,"Bulgaria (BGR) Non-profit institutions serving households P.3n","Bulgaria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bulgaria (BGR) Government final consumption P.3g","Bulgaria","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bulgaria (BGR) Gross fixed capital formation P.51","Bulgaria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bulgaria (BGR) Changes in inventories P.52","Bulgaria","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bulgaria (BGR) Acquisitions less disposals of valuables P.53","Bulgaria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bahrain (BHR) Household final consumption P.3h","Bahrain","Household final consumption P.3h",NA,928.915091423134,928.915091423134,0,0,0,0,0
1990,"Bahrain (BHR) Non-profit institutions serving households P.3n","Bahrain","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bahrain (BHR) Government final consumption P.3g","Bahrain","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bahrain (BHR) Gross fixed capital formation P.51","Bahrain","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bahrain (BHR) Changes in inventories P.52","Bahrain","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bahrain (BHR) Acquisitions less disposals of valuables P.53","Bahrain","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bahamas (BHS) Household final consumption P.3h","Bahamas","Household final consumption P.3h",NA,337.847961366214,337.847961366214,0,0,0,0,0
1990,"Bahamas (BHS) Non-profit institutions serving households P.3n","Bahamas","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bahamas (BHS) Government final consumption P.3g","Bahamas","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bahamas (BHS) Gross fixed capital formation P.51","Bahamas","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bahamas (BHS) Changes in inventories P.52","Bahamas","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bahamas (BHS) Acquisitions less disposals of valuables P.53","Bahamas","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Household final consumption P.3h","Bosnia and Herzegovina","Household final consumption P.3h",NA,1451.72168519162,1451.72168519163,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Non-profit institutions serving households P.3n","Bosnia and Herzegovina","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Government final consumption P.3g","Bosnia and Herzegovina","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Gross fixed capital formation P.51","Bosnia and Herzegovina","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Changes in inventories P.52","Bosnia and Herzegovina","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina (BIH) Acquisitions less disposals of valuables P.53","Bosnia and Herzegovina","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Belarus (BLR) Household final consumption P.3h","Belarus","Household final consumption P.3h",NA,24388.7082314677,24388.7082314677,0,0,0,0,0
1990,"Belarus (BLR) Non-profit institutions serving households P.3n","Belarus","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Belarus (BLR) Government final consumption P.3g","Belarus","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Belarus (BLR) Gross fixed capital formation P.51","Belarus","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Belarus (BLR) Changes in inventories P.52","Belarus","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Belarus (BLR) Acquisitions less disposals of valuables P.53","Belarus","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Belize (BLZ) Household final consumption P.3h","Belize","Household final consumption P.3h",NA,46.8801315087389,46.8801315087389,0,0,0,0,0
1990,"Belize (BLZ) Non-profit institutions serving households P.3n","Belize","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Belize (BLZ) Government final consumption P.3g","Belize","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Belize (BLZ) Gross fixed capital formation P.51","Belize","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Belize (BLZ) Changes in inventories P.52","Belize","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Belize (BLZ) Acquisitions less disposals of valuables P.53","Belize","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bolivia (BOL) Household final consumption P.3h","Bolivia","Household final consumption P.3h",NA,1038.36780264274,1038.36780264274,0,0,0,0,0
1990,"Bolivia (BOL) Non-profit institutions serving households P.3n","Bolivia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bolivia (BOL) Government final consumption P.3g","Bolivia","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bolivia (BOL) Gross fixed capital formation P.51","Bolivia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bolivia (BOL) Changes in inventories P.52","Bolivia","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bolivia (BOL) Acquisitions less disposals of valuables P.53","Bolivia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Brazil (BRA) Household final consumption P.3h","Brazil","Household final consumption P.3h",NA,73058.9289909645,73058.9289909646,0,0,0,0,0
1990,"Brazil (BRA) Non-profit institutions serving households P.3n","Brazil","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Brazil (BRA) Government final consumption P.3g","Brazil","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Brazil (BRA) Gross fixed capital formation P.51","Brazil","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Brazil (BRA) Changes in inventories P.52","Brazil","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Brazil (BRA) Acquisitions less disposals of valuables P.53","Brazil","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Household final consumption P.3h","Brunei Darussalam","Household final consumption P.3h",NA,373.742892238057,373.742892238057,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Non-profit institutions serving households P.3n","Brunei Darussalam","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Government final consumption P.3g","Brunei Darussalam","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Gross fixed capital formation P.51","Brunei Darussalam","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Changes in inventories P.52","Brunei Darussalam","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Brunei Darussalam (BRN) Acquisitions less disposals of valuables P.53","Brunei Darussalam","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Bhutan (BTN) Household final consumption P.3h","Bhutan","Household final consumption P.3h",NA,16.2100386783217,16.2100386783217,0,0,0,0,0
1990,"Bhutan (BTN) Non-profit institutions serving households P.3n","Bhutan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Bhutan (BTN) Government final consumption P.3g","Bhutan","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Bhutan (BTN) Gross fixed capital formation P.51","Bhutan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Bhutan (BTN) Changes in inventories P.52","Bhutan","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Bhutan (BTN) Acquisitions less disposals of valuables P.53","Bhutan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Botswana (BWA) Household final consumption P.3h","Botswana","Household final consumption P.3h",NA,364.977784370176,364.977784370176,0,0,0,0,0
1990,"Botswana (BWA) Non-profit institutions serving households P.3n","Botswana","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Botswana (BWA) Government final consumption P.3g","Botswana","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Botswana (BWA) Gross fixed capital formation P.51","Botswana","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Botswana (BWA) Changes in inventories P.52","Botswana","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Botswana (BWA) Acquisitions less disposals of valuables P.53","Botswana","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Central African Republic (CAF) Household final consumption P.3h","Central African Republic","Household final consumption P.3h",NA,65.6496838642415,65.6496838642415,0,0,0,0,0
1990,"Central African Republic (CAF) Non-profit institutions serving households P.3n","Central African Republic","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Central African Republic (CAF) Government final consumption P.3g","Central African Republic","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Central African Republic (CAF) Gross fixed capital formation P.51","Central African Republic","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Central African Republic (CAF) Changes in inventories P.52","Central African Republic","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Central African Republic (CAF) Acquisitions less disposals of valuables P.53","Central African Republic","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Canada (CAN) Household final consumption P.3h","Canada","Household final consumption P.3h",NA,133184.789878362,133184.789878362,0,0,0,0,0
1990,"Canada (CAN) Non-profit institutions serving households P.3n","Canada","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Canada (CAN) Government final consumption P.3g","Canada","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Canada (CAN) Gross fixed capital formation P.51","Canada","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Canada (CAN) Changes in inventories P.52","Canada","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Canada (CAN) Acquisitions less disposals of valuables P.53","Canada","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Switzerland (CHE) Household final consumption P.3h","Switzerland","Household final consumption P.3h",NA,18305.8644885793,18305.8644885793,0,0,0,0,0
1990,"Switzerland (CHE) Non-profit institutions serving households P.3n","Switzerland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Switzerland (CHE) Government final consumption P.3g","Switzerland","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Switzerland (CHE) Gross fixed capital formation P.51","Switzerland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Switzerland (CHE) Changes in inventories P.52","Switzerland","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Switzerland (CHE) Acquisitions less disposals of valuables P.53","Switzerland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Chile (CHL) Household final consumption P.3h","Chile","Household final consumption P.3h",NA,7221.44320658962,7221.44320658962,0,0,0,0,0
1990,"Chile (CHL) Non-profit institutions serving households P.3n","Chile","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Chile (CHL) Government final consumption P.3g","Chile","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"Chile (CHL) Gross fixed capital formation P.51","Chile","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"Chile (CHL) Changes in inventories P.52","Chile","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"Chile (CHL) Acquisitions less disposals of valuables P.53","Chile","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"China (CHN) Household final consumption P.3h","China","Household final consumption P.3h",NA,504434.797013797,504434.797013796,0,0,0,0,0
1990,"China (CHN) Non-profit institutions serving households P.3n","China","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"China (CHN) Government final consumption P.3g","China","Government final consumption P.3g",NA,0,0,0,0,0,0,0
1990,"China (CHN) Gross fixed capital formation P.51","China","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0
1990,"China (CHN) Changes in inventories P.52","China","Changes in inventories P.52",NA,0,0,0,0,0,0,0
1990,"China (CHN) Acquisitions less disposals of valuables P.53","China","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0
1990,"Cote d'Ivoire (CIV) Household final consumption P.3h","Cote d'Ivoire","Household final consumption P.3h",NA,840.521716641678,840.521716641678,0,0,0,0,0
1990,"Cote d'Ivoire (CIV) Non-profit institutions serving households P.3n","Cote d'Ivoire","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0
1990,"Cote d'Ivoire (CIV) Government final consumption P.3g","Cote d'Ivoire","Government final consumption P.3g",NA,0,0,0,0,0,0,0
