Jurisdiction,Year,ECP_ets_jurGHG_2019USD,ECP_tax_jurGHG_2019USD,ECP_tax_ets_jurGHG_2019USD,ECP_ets_jurCO2_2019USD,ECP_tax_jurCO2_2019USD,ECP_tax_ets_jurCO2_2019USD
Algeria,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2005.0,11.239232313208916,0.0,11.239232313208916,13.396676140898892,0.0,13.396676140898892
Austria,2006.0,9.172514753341236,0.0,9.172514753341236,10.9332386878162,0.0,10.9332386878162
Austria,2007.0,0.36168670640591755,0.0,0.36168670640591755,0.43111482485275254,0.0,0.43111482485275254
Austria,2008.0,11.141475268600974,0.0,11.141475268600974,13.28015399502556,0.0,13.28015399502556
Austria,2009.0,6.373706975395372,0.0,6.373706975395372,7.597181532230588,0.0,7.597181532230588
Austria,2010.0,6.853476871055973,0.0,6.853476871055973,8.169046383423685,0.0,8.169046383423685
Austria,2011.0,6.256571401571868,0.0,6.256571401571868,7.457561022273909,0.0,7.457561022273909
Austria,2012.0,3.391993853645232,0.0,3.391993853645232,4.0431091610945415,0.0,4.0431091610945415
Austria,2013.0,1.994660871853183,0.0,1.994660871853183,2.3775490146008695,0.0,2.3775490146008695
Austria,2014.0,2.5742264656786227,0.0,2.5742264656786227,3.0683659980493054,0.0,3.0683659980493054
Austria,2015.0,3.2744443033604456,0.0,3.2744443033604456,3.9029952091991946,0.0,3.9029952091991946
Austria,2016.0,2.2535964120211394,0.0,2.2535964120211394,2.686188917783762,0.0,2.686188917783762
Austria,2017.0,2.4135467870878853,0.0,2.4135467870878853,2.876842808874365,0.0,2.876842808874365
Austria,2018.0,6.204785562696293,0.0,6.204785562696293,7.395834554418489,0.0,7.395834554418489
Azerbaijan,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1996.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1997.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1998.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1999.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2001.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2002.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2003.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2004.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2005.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2006.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2007.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2008.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2009.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2010.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2011.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2012.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2013.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2014.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2015.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2016.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2017.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2018.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1989.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1990.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1991.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1992.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1993.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1994.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1995.0,0.0,0.0,0.0,0.0,0.0,0.0
