Jurisdiction,Year,ECP_ets_jurGHG_2019USD,ECP_tax_jurGHG_2019USD,ECP_tax_ets_jurGHG_2019USD,ECP_ets_jurCO2_2019USD,ECP_tax_jurCO2_2019USD,ECP_tax_ets_jurCO2_2019USD
Alaska,1993,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1994,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1995,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1996,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1997,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1998,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,1999,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2000,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2001,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2002,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2003,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2004,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2005,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2006,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2007,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2008,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2009,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2010,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2011,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2012,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2013,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2014,0.0,0.0,0.0,0.0,0.0,0.0
Alaska,2015,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1990,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1991,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1992,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1993,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1994,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1995,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1996,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1997,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1998,0.0,0.0,0.0,0.0,0.0,0.0
Albania,1999,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2000,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2001,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2002,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2003,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2004,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2005,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2006,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2007,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2008,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2009,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2010,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2011,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2012,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2013,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2014,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2015,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2016,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2017,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2018,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1990,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1991,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1992,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1993,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1994,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1995,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1996,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1997,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1998,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,1999,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2000,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2001,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2002,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2003,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2004,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2005,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2006,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2007,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2008,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2009,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2010,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2011,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2012,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2013,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2014,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2015,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2016,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2017,0.0,0.0,0.0,0.0,0.0,0.0
Alberta,2018,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1990,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1991,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1992,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1993,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1994,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1995,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1996,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1997,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1998,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1999,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2000,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2001,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2002,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2003,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2004,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2005,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2006,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2007,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2008,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2009,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2010,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2011,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2012,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2013,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2014,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2015,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2016,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2017,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2018,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1990,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1991,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1992,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1993,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1994,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1995,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1996,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1997,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1998,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1999,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2000,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2001,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2002,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2003,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2004,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2005,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2006,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2007,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2008,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2009,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2010,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2011,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2012,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2013,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2014,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2015,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2016,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2017,0.0,0.0,0.0,0.0,0.0,0.0
Angola,2018,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1990,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1991,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1992,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1993,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1994,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1995,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1996,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1997,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1998,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,1999,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2000,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2001,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2002,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2003,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2004,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2005,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2006,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2007,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2008,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2009,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2010,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2011,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2012,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2013,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2014,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2015,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2016,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2017,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,2018,0.0,2.567907587690621,2.567907587690621,0.0,5.292561429443801,5.292561429443801
Arizona,1990,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1991,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1992,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1993,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1994,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1995,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1996,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1997,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1998,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,1999,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2000,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2001,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2002,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2003,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2004,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2005,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2006,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2007,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2008,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2009,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2010,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2011,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2012,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2013,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2014,0.0,0.0,0.0,0.0,0.0,0.0
Arizona,2015,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1990,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1991,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1992,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1993,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1994,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1995,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1996,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1997,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1998,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,1999,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2000,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2001,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2002,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2003,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2004,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2005,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2006,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2007,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2008,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2009,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2010,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2011,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2012,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2013,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2014,0.0,0.0,0.0,0.0,0.0,0.0
Arkansas,2015,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1990,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1991,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1992,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1993,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1994,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1995,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1996,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1997,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1998,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,1999,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2000,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2001,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2002,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2003,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2004,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2005,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2006,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2007,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2008,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2009,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2010,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2011,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2012,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2013,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2014,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2015,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2016,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2017,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2018,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1990,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1991,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1992,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1993,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1994,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1995,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1996,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1997,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1998,0.0,0.0,0.0,0.0,0.0,0.0
Australia,1999,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2000,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2001,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2002,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2003,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2004,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2005,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2006,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2007,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2008,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2009,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2010,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2011,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2012,0.0,6.001795091480801,6.001795091480801,0.0,10.438208245123354,10.438208245123354
Australia,2013,0.0,6.501873885750989,6.501873885750989,0.0,9.975323316304088,9.975323316304088
Australia,2014,0.0,6.459216303542477,6.459216303542477,0.0,10.364377285749104,10.364377285749104
Australia,2015,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2016,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2017,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2018,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1990,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1991,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1992,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1993,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1994,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1995,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1996,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1997,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1998,0.0,0.0,0.0,0.0,0.0,0.0
Austria,1999,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2000,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2001,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2002,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2003,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2004,0.0,0.0,0.0,0.0,0.0,0.0
Austria,2005,10.36967616943083,0.0,10.36967616943083,12.213546255222736,0.0,12.213546255222736
Austria,2006,8.292615516210697,0.0,8.292615516210697,9.78923265471955,0.0,9.78923265471955
Austria,2007,0.3162873731241818,0.0,0.3162873731241818,0.3746542526771415,0.0,0.3746542526771415
Austria,2008,9.980783076314273,0.0,9.980783076314273,11.846770057640432,0.0,11.846770057640432
Austria,2009,5.398352842583848,0.0,5.398352842583848,6.452506059228431,0.0,6.452506059228431
Austria,2010,6.059556875878562,0.0,6.059556875878562,7.1648262196844055,0.0,7.1648262196844055
Austria,2011,5.7224364836280746,0.0,5.7224364836280746,6.772068444876936,0.0,6.772068444876936
Austria,2012,3.016697207744782,0.0,3.016697207744782,3.5940992019745837,0.0,3.5940992019745837
Austria,2013,1.7052048007964131,0.0,1.7052048007964131,2.0259941891400683,0.0,2.0259941891400683
Austria,2014,2.113210761201522,0.0,2.113210761201522,2.534369303951811,0.0,2.534369303951811
Austria,2015,2.6163757778145573,0.0,2.6163757778145573,3.126935725345526,0.0,3.126935725345526
Austria,2016,1.7028281272789219,0.0,1.7028281272789219,2.0322238983379233,0.0,2.0322238983379233
Austria,2017,1.8746836466227406,0.0,1.8746836466227406,2.2165375820561404,0.0,2.2165375820561404
Austria,2018,4.588905229057115,0.0,4.588905229057115,5.445791175623501,0.0,5.445791175623501
Azerbaijan,1990,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1991,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1992,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1993,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1994,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1995,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1996,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1997,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1998,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,1999,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2000,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2001,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2002,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2003,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2004,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2005,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2006,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2007,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2008,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2009,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2010,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2011,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2012,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2013,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2014,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2015,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2016,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2017,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2018,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1990,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1991,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1992,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1993,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1994,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1995,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1996,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1997,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1998,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1999,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2000,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2001,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2002,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2003,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2004,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2005,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2006,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2007,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2008,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2009,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2010,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2011,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2012,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2013,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2014,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2015,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2016,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2017,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,2018,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1990,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1991,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1992,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1993,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1994,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1995,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1996,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1997,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1998,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,1999,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2000,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2001,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2002,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2003,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2004,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2005,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2006,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2007,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2008,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2009,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2010,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2011,0.0,0.0,0.0,0.0,0.0,0.0
Bangladesh,2012,0.0,0.0,0.0,0.0,0.0,0.0
