"year","country","sector","ecp_oecd","co2_oecd_total","co2_oecd_1a","co2_oecd_1a3b","co2_oecd_1a4","co2_oecd_1b","co2_oecd_2","co2_oecd_3","co2_oecd_4","co2_oecd_5"
1990,"Rest of Asia-Pacific","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Rest of Asia-Pacific","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Rest of Asia-Pacific","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Rest of Asia-Pacific","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Afghanistan","Household final consumption P.3h",NA,346.295664232325,346.295664232325,171.484425390869,174.811238841456,0,0,0,0,0
1990,"Afghanistan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Afghanistan","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Afghanistan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Afghanistan","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Afghanistan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Angola","Household final consumption P.3h",NA,1012.75818349996,1012.75818349996,353.802064547352,658.95611895261,0,0,0,0,0
1990,"Angola","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Angola","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Angola","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Angola","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Angola","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Albania","Household final consumption P.3h",NA,724.649219133187,724.649219133187,420.844597663395,303.804621469792,0,0,0,0,0
1990,"Albania","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Albania","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Albania","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Albania","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Albania","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"United Arab Emirates","Household final consumption P.3h",NA,9907.89320417629,9907.89320417629,9605.44111391357,302.452090262718,0,0,0,0,0
1990,"United Arab Emirates","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"United Arab Emirates","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"United Arab Emirates","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"United Arab Emirates","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"United Arab Emirates","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Argentina","Household final consumption P.3h",NA,39856.2652218872,39856.2652218872,17968.9702398452,21887.294982042,0,0,0,0,0
1990,"Argentina","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Argentina","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Argentina","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Argentina","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Argentina","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Armenia","Household final consumption P.3h",NA,8673.87712834856,8673.87712834856,1757.05969488313,6916.81743346543,0,0,0,0,0
1990,"Armenia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Armenia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Armenia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Armenia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Armenia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Australia","Household final consumption P.3h",NA,50514.189591035,50514.189591035,38574.0265104934,11940.1630805416,0,0,0,0,0
1990,"Australia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Australia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Australia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Australia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Australia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Austria","Household final consumption P.3h",NA,13660.1173282716,13660.1173282716,6403.17699675169,7256.94033151991,0,0,0,0,0
1990,"Austria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Austria","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Austria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Austria","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Austria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Azerbaijan","Household final consumption P.3h",NA,11902.022827709,11902.022827709,3112.5321401147,8789.49068759431,0,0,0,0,0
1990,"Azerbaijan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Azerbaijan","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Azerbaijan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Azerbaijan","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Azerbaijan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Burundi","Household final consumption P.3h",NA,80.9753207715439,80.9753207715439,55.7882087706691,25.1871120008748,0,0,0,0,0
1990,"Burundi","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Burundi","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Burundi","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Burundi","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Burundi","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Belgium","Household final consumption P.3h",NA,27743.0704728959,27743.0704728959,10789.1782919753,16953.8921809206,0,0,0,0,0
1990,"Belgium","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Belgium","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Belgium","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Belgium","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Belgium","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Benin","Household final consumption P.3h",NA,152.89191353417,152.89191353417,118.475803237811,34.4161102963588,0,0,0,0,0
1990,"Benin","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Benin","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Benin","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Benin","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Benin","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Burkina Faso","Household final consumption P.3h",NA,107.215738205418,107.215738205418,66.2204797924759,40.995258412942,0,0,0,0,0
1990,"Burkina Faso","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Burkina Faso","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Burkina Faso","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Burkina Faso","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Burkina Faso","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bangladesh","Household final consumption P.3h",NA,3525.70319670938,3525.70319670938,548.994663396416,2976.70853331296,0,0,0,0,0
1990,"Bangladesh","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bangladesh","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bangladesh","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bangladesh","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bangladesh","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bulgaria","Household final consumption P.3h",NA,3358.11364883176,3358.11364883176,1223.94065695503,2134.17299187673,0,0,0,0,0
1990,"Bulgaria","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bulgaria","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bulgaria","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bulgaria","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bulgaria","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bahrain","Household final consumption P.3h",NA,928.915091423134,928.915091423134,804.070723106572,124.844368316562,0,0,0,0,0
1990,"Bahrain","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bahrain","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bahrain","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bahrain","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bahrain","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bahamas","Household final consumption P.3h",NA,337.847961366214,337.847961366214,161.243115357347,176.604846008867,0,0,0,0,0
1990,"Bahamas","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bahamas","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bahamas","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bahamas","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bahamas","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina","Household final consumption P.3h",NA,1451.72168519162,1451.72168519163,1159.36870826292,292.352976928707,0,0,0,0,0
1990,"Bosnia and Herzegovina","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bosnia and Herzegovina","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Belarus","Household final consumption P.3h",NA,24388.7082314677,24388.7082314677,6764.29444087148,17624.4137905962,0,0,0,0,0
1990,"Belarus","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Belarus","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Belarus","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Belarus","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Belarus","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Belize","Household final consumption P.3h",NA,46.8801315087389,46.8801315087389,25.9474547847436,20.9326767239953,0,0,0,0,0
1990,"Belize","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Belize","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Belize","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Belize","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Belize","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bolivia","Household final consumption P.3h",NA,1038.36780264274,1038.36780264274,411.03637124793,627.331431394814,0,0,0,0,0
1990,"Bolivia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bolivia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bolivia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bolivia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bolivia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Brazil","Household final consumption P.3h",NA,73058.9289909645,73058.9289909646,46498.4121487444,26560.5168422202,0,0,0,0,0
1990,"Brazil","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Brazil","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Brazil","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Brazil","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Brazil","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Brunei Darussalam","Household final consumption P.3h",NA,373.742892238057,373.742892238057,328.270298718687,45.4725935193698,0,0,0,0,0
1990,"Brunei Darussalam","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Brunei Darussalam","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Brunei Darussalam","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Brunei Darussalam","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Brunei Darussalam","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Bhutan","Household final consumption P.3h",NA,16.2100386783217,16.2100386783217,9.30953742167265,6.90050125664903,0,0,0,0,0
1990,"Bhutan","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Bhutan","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Bhutan","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Bhutan","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Bhutan","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Botswana","Household final consumption P.3h",NA,364.977784370176,364.977784370176,230.388604139578,134.589180230598,0,0,0,0,0
1990,"Botswana","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Botswana","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Botswana","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Botswana","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Botswana","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Central African Republic","Household final consumption P.3h",NA,65.6496838642415,65.6496838642415,45.2295617263399,20.4201221379016,0,0,0,0,0
1990,"Central African Republic","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Central African Republic","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Central African Republic","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Central African Republic","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Central African Republic","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Canada","Household final consumption P.3h",NA,133184.789878362,133184.789878362,63483.4060194782,69701.3838588842,0,0,0,0,0
1990,"Canada","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Canada","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Canada","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Canada","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Canada","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Switzerland","Household final consumption P.3h",NA,18305.8644885793,18305.8644885793,7261.04422020533,11044.820268374,0,0,0,0,0
1990,"Switzerland","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Switzerland","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Switzerland","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Switzerland","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Switzerland","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Chile","Household final consumption P.3h",NA,7221.44320658962,7221.44320658962,3865.55920427805,3355.88400231157,0,0,0,0,0
1990,"Chile","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Chile","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Chile","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Chile","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Chile","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"China","Household final consumption P.3h",NA,504434.797013797,504434.797013796,34842.4419910834,469592.355022713,0,0,0,0,0
1990,"China","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"China","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"China","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"China","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"China","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Cote d'Ivoire","Household final consumption P.3h",NA,840.521716641678,840.521716641678,313.725868248987,526.795848392691,0,0,0,0,0
1990,"Cote d'Ivoire","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Cote d'Ivoire","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Cote d'Ivoire","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Cote d'Ivoire","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Cote d'Ivoire","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Cameroon","Household final consumption P.3h",NA,1746.08431317564,1746.08431317564,1064.9792908281,681.105022347538,0,0,0,0,0
1990,"Cameroon","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Cameroon","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Cameroon","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Cameroon","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Cameroon","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"DR Congo","Household final consumption P.3h",NA,664.291783123021,664.291783123021,336.493184910519,327.798598212502,0,0,0,0,0
1990,"DR Congo","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"DR Congo","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"DR Congo","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"DR Congo","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"DR Congo","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Rep Congo","Household final consumption P.3h",NA,366.193574822791,366.193574822791,291.757894485639,74.435680337152,0,0,0,0,0
1990,"Rep Congo","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Rep Congo","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Rep Congo","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Rep Congo","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Rep Congo","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Colombia","Household final consumption P.3h",NA,13685.0809127708,13685.0809127708,8035.34999035984,5649.73092241095,0,0,0,0,0
1990,"Colombia","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Colombia","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Colombia","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Colombia","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Colombia","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Costa Rica","Household final consumption P.3h",NA,481.336264532605,481.336264532606,343.610930679866,137.72533385274,0,0,0,0,0
1990,"Costa Rica","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Costa Rica","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Costa Rica","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Costa Rica","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Costa Rica","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Cuba","Household final consumption P.3h",NA,6158.42457953094,6158.42457953094,2595.9586012879,3562.46597824304,0,0,0,0,0
1990,"Cuba","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Cuba","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Cuba","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Cuba","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Cuba","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Cyprus","Household final consumption P.3h",NA,756.576112006836,756.576112006836,598.414085552957,158.162026453879,0,0,0,0,0
1990,"Cyprus","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Cyprus","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Cyprus","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Cyprus","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Cyprus","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Household final consumption P.3h",NA,13758.3636369633,13758.3636369633,2224.73526098589,11533.6283759774,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"CSSR/Czech Republic (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Germany","Household final consumption P.3h",NA,241111.444463585,241111.444463586,94366.4443634325,146745.000100153,0,0,0,0,0
1990,"Germany","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Germany","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Germany","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Germany","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Germany","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Djibouti","Household final consumption P.3h",NA,419.880463213772,419.880463213772,289.2780012145,130.602461999272,0,0,0,0,0
1990,"Djibouti","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Djibouti","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Djibouti","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Djibouti","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Djibouti","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Household final consumption P.3h",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"DR Yemen (Aden)","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
1990,"Denmark","Household final consumption P.3h",NA,9295.42903244081,9295.42903244081,4227.02391012444,5068.40512231637,0,0,0,0,0
1990,"Denmark","Non-profit institutions serving households P.3n",NA,0,0,0,0,0,0,0,0,0
1990,"Denmark","Government final consumption P.3g",NA,0,0,0,0,0,0,0,0,0
1990,"Denmark","Gross fixed capital formation P.51",NA,0,0,0,0,0,0,0,0,0
1990,"Denmark","Changes in inventories P.52",NA,0,0,0,0,0,0,0,0,0
1990,"Denmark","Acquisitions less disposals of valuables P.53",NA,0,0,0,0,0,0,0,0,0
